Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
9:35:00,Morning,Wednesday,31-50,Male,High School,Employee,10-20,5,Other,Owner,1-2 years,No Defect,Office area,Divided Road,Flat Road,Other,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Slight Injury
17:50:00,Evening,Friday,18-30,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Church area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Unknown,Driver or rider,Female,18-30,Slight,Driver,Unknown,No distancing,Slight Injury
17:50:00,Evening,Friday,31-50,Male,High School,Employee,5-10,4,Station Wagon,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,Over 51,Slight,Driver,Normal,No distancing,Slight Injury
17:50:00,Evening,Friday,31-50,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Office area,Other,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Unknown,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Overturning,Slight Injury
4:56:00,Night,Saturday,31-50,Male,Junior High School,Employee,1-2,2,Other,Owner,Unknown,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving at high speed,Slight Injury
8:00:00,Morning,Friday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,5-10 years,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,No priority to vehicle,Slight Injury
8:00:00,Morning,Friday,31-50,Male,Elementary School,Employee,2-5,3,Unknown,Owner,5-10 years,Unknown,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Other,Normal,No priority to pedestrian,Slight Injury
16:07:00,Afternoon,Friday,18-30,Male,Elementary School,Other,5-10,4,Automobile,Owner,2-5 years,Unknown,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No priority to vehicle,Slight Injury
16:07:00,Afternoon,Friday,31-50,Male,Junior High School,Employee,5-10,4,Lorry,Owner,2-5 years,No Defect,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,31-50,Slight,Driver,Normal,Other,Slight Injury
16:10:00,Afternoon,Friday,18-30,Male,High School,Owner,5-10,4,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Other,Slight Injury
16:10:00,Afternoon,Friday,18-30,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,Driver or rider,Male,18-30,Slight,Driver,Normal,Moving Backward,Slight Injury
16:10:00,Afternoon,Friday,18-30,Male,Junior High School,Employee,0-1,1,Automobile,Owner,Above 10 years,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,18-30,Slight,Unemployed,Normal,No distancing,Slight Injury
16:10:00,Afternoon,Friday,18-30,Male,Junior High School,Other,0-1,1,Other,Owner,Unknown,Unknown,Church area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
10:00:00,Morning,Wednesday,51-100,Male,Junior High School,Employee,10-20,5,Lorry,Governmental,Unknown,No Defect,Church area,Divided Road,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
21:17:00,Night,Saturday,51-100,Male,High School,Owner,5-10,4,Public Transport,Owner,2-5 years,No Defect,Residential area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Driving carelessly,Serious Injury
21:17:00,Night,Saturday,51-100,Male,Elementary School,Owner,5-10,4,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,4,Going straight,Passenger,Female,Unknown,Slight,Driver,Normal,No distancing,Serious Injury
21:17:00,Night,Saturday,51-100,Male,Junior High School,Employee,2-5,3,Automobile,Owner,5-10 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,4,Going straight,Passenger,Female,Unknown,Slight,Employee,Normal,Other,Serious Injury
21:17:00,Night,Saturday,51-100,Male,Junior High School,Employee,2-5,3,Automobile,Owner,2-5 years,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,4,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the right,Serious Injury
17:01:00,Evening,Friday,31-50,Male,Above High School,Employee,5-10,4,Other,Owner,5-10 years,Unknown,Church area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,Slight,Self-employed,Normal,No distancing,Serious Injury
1:56:00,Night,Saturday,0-17,Male,Junior High School,Owner,2-5,3,Unknown,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Getting off,Pedestrian,Female,31-50,Slight,Driver,Normal,Driving carelessly,Slight Injury
1:56:00,Night,Saturday,31-50,Male,Junior High School,Unknown,No License,6,Lorry,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Unknown,No distancing,Slight Injury
1:56:00,Night,Saturday,Unknown,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
19:20:00,Evening,Friday,Unknown,Male,Junior High School,Employee,5-10,4,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Slight Injury
19:20:00,Evening,Friday,18-30,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,Unknown,Unknown,Unknown,Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,Slight,Driver,Unknown,No priority to pedestrian,Slight Injury
19:20:00,Evening,Friday,18-30,Male,Elementary School,Employee,1-2,2,Other,Governmental,2-5 years,Unknown,Residential area,Two Way (Divided - Broken Line),Unknown,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,Over 51,Slight,Driver,Normal,No priority to vehicle,Slight Injury
19:08:00,Evening,Monday,18-30,Male,High School,Employee,No License,6,Other,Owner,Below 1 year,Unknown,Church area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,18-30,Slight,Driver,Normal,Changing lane to the left,Slight Injury
19:08:00,Evening,Monday,18-30,Male,Junior High School,Owner,1-2,2,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,3,3,Going straight,Pedestrian,Female,Unknown,Slight,Driver,Normal,Turnover,Slight Injury
19:08:00,Evening,Monday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,Unknown,Unknown,Other,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Male,18-30,Slight,Driver,Normal,Driving to the left,Slight Injury
19:08:00,Evening,Monday,Unknown,Female,Junior High School,Employee,1-2,2,Other,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,3,3,Reversing,Driver or rider,Male,31-50,Serious,Driver,Normal,Driving carelessly,Slight Injury
19:08:00,Evening,Monday,Unknown,Female,Elementary School,Employee,10-20,5,Public Transport,Owner,Unknown,Unknown,Office area,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,3,3,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving to the left,Slight Injury
19:08:00,Evening,Monday,Unknown,Female,Junior High School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Industrial area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
9:45:00,Morning,Monday,Unknown,Male,Junior High School,Employee,2-5,3,Lorry,Governmental,Unknown,No Defect,Residential area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Serious Injury
16:27:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Office area,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Slight,Employee,Normal,Driving carelessly,Slight Injury
5:46:00,Morning,Sunday,31-50,Male,Junior High School,Employee,2-5,3,Other,Owner,2-5 years,Unknown,Other,Unknown,Flat Road,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Serious Injury
13:44:00,Afternoon,Saturday,0-17,Male,Elementary School,Employee,2-5,3,Other,Owner,Unknown,Unknown,Church area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Unknown,Moving Backward,Fatal injury
21:11:00,Night,Thursday,18-30,Male,Junior High School,Employee,2-5,3,Other,Owner,Above 10 years,Unknown,Industrial area,Unknown,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,3,Going straight,Passenger,Male,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
21:11:00,Night,Thursday,18-30,Male,Elementary School,Employee,5-10,4,Automobile,Owner,Unknown,No Defect,Recreational area,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,Changing lane to the right,Slight Injury
21:11:00,Night,Thursday,18-30,Male,Elementary School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Market area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,Under 18,Slight,Driver,Normal,Driving carelessly,Slight Injury
21:11:00,Night,Thursday,18-30,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,Driving carelessly,Slight Injury
22:48:00,Night,Monday,31-50,Male,Junior High School,Employee,10-20,5,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving carelessly,Fatal injury
22:48:00,Night,Monday,31-50,Others,High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Industrial area,Two Way (Divided - Broken Line),Unknown,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,Slight,Self-employed,Unknown,Changing lane to the right,Fatal injury
13:10:00,Afternoon,Thursday,Unknown,Male,Junior High School,Employee,5-10,4,Other,Governmental,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Male,Over 51,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
13:10:00,Afternoon,Thursday,18-30,Male,Junior High School,Owner,2-5,3,Lorry,Governmental,Unknown,Unknown,Office area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
8:35:00,Morning,Monday,31-50,Male,Elementary School,Employee,1-2,2,Public Transport,Owner,Unknown,Unknown,Unknown,Other,Flat Road,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Other,Driver or rider,Female,31-50,Slight,Self-employed,Normal,Overtaking,Slight Injury
8:40:00,Morning,Thursday,Unknown,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,18-30,Slight,Employee,Normal,Changing lane to the right,Slight Injury
8:40:00,Morning,Thursday,18-30,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Other,Normal,No distancing,Slight Injury
8:40:00,Morning,Thursday,18-30,Male,Junior High School,Unknown,No License,6,Other,Organization,Unknown,Unknown,Other,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Pedestrian,Female,18-30,Slight,Employee,Unknown,Other,Slight Injury
18:00:00,Evening,Thursday,Unknown,Male,Elementary School,Owner,5-10,4,Other,Governmental,2-5 years,Unknown,Other,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
18:00:00,Evening,Thursday,31-50,Male,High School,Other,10-20,5,Lorry,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Employee,Unknown,Changing lane to the right,Slight Injury
11:50:00,Morning,Wednesday,Unknown,Male,Junior High School,Employee,10-20,5,Animal Transport,Owner,Above 10 years,Unknown,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Reversing,Driver or rider,Female,18-30,Slight,Driver,Normal,Overtaking,Slight Injury
11:50:00,Morning,Wednesday,Unknown,Male,Junior High School,Employee,1-2,2,Automobile,Owner,Unknown,Unknown,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,Unspecified,Unknown,Unknown,No Injury,Employee,Normal,Other,Slight Injury
7:15:00,Morning,Tuesday,Unknown,Female,High School,Owner,No License,6,Automobile,Owner,2-5 years,No Defect,Church area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Male,18-30,Slight,Employee,Normal,Driving to the left,Serious Injury
15:59:00,Afternoon,Wednesday,18-30,Male,Junior High School,Employee,2-5,3,Station Wagon,Owner,2-5 years,Unknown,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,18-30,Slight,Employee,Normal,Overtaking,Slight Injury
15:59:00,Afternoon,Wednesday,18-30,Male,Junior High School,Employee,5-10,4,Other,Owner,2-5 years,Unknown,Church area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,Over 51,Slight,Driver,Normal,No priority to vehicle,Slight Injury
15:59:00,Afternoon,Wednesday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,Moving Backward,Slight Injury
15:59:00,Afternoon,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,Unknown,Unknown,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Student,Normal,Other,Slight Injury
21:20:00,Night,Wednesday,18-30,Male,Elementary School,Employee,5-10,4,Lorry,Owner,1-2 years,Unknown,School area,Other,Steep Downward,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
21:20:00,Night,Wednesday,31-50,Male,Junior High School,Employee,5-10,4,Station Wagon,Owner,5-10 years,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,Serious,Self-employed,Unknown,No priority to pedestrian,Slight Injury
21:20:00,Night,Wednesday,31-50,Male,Above High School,Employee,1-2,2,Public Transport,Owner,Below 1 year,Unknown,Other,Other,Steep Downward,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
23:35:00,Night,Thursday,Unknown,Female,Elementary School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
23:35:00,Night,Thursday,18-30,Male,Elementary School,Employee,5-10,4,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
10:49:00,Morning,Monday,18-30,Male,Elementary School,Employee,2-5,3,Lorry,Owner,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving to the left,Serious Injury
10:49:00,Morning,Monday,18-30,Male,Elementary School,Employee,2-5,3,Automobile,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,Changing lane to the left,Serious Injury
10:44:00,Morning,Tuesday,51-100,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Divided Road,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Moving Backward,Slight Injury
0:30:00,Night,Sunday,Unknown,Female,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,Unknown,Church area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,3,Moving Backward,Driver or rider,Male,Under 18,Slight,Driver,Normal,Driving at high speed,Slight Injury
0:30:00,Night,Sunday,51-100,Male,Junior High School,Employee,5-10,4,Other,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
0:30:00,Night,Sunday,51-100,Male,Junior High School,Employee,5-10,4,Other,Owner,Above 10 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Female,18-30,Slight,Self-employed,Normal,No distancing,Slight Injury
0:30:00,Night,Sunday,51-100,Male,Above High School,Employee,5-10,4,Automobile,Owner,2-5 years,Unknown,Other,Two Way (Undivided),Mountainous Terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Other,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Other,Slight Injury
18:30:00,Evening,Saturday,18-30,Male,Junior High School,Employee,10-20,5,Automobile,Owner,2-5 years,Unknown,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,18-30,Slight,Self-employed,Normal,No priority to vehicle,Slight Injury
18:30:00,Evening,Saturday,18-30,Male,Elementary School,Employee,2-5,3,Lorry,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
17:00:00,Evening,Wednesday,0-17,Male,Junior High School,Employee,5-10,4,Bajaj,Owner,5-10 years,Defect Present,Unknown,Two Way (Divided - Broken Line),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Other,Unknown,Other,Slight Injury
17:00:00,Evening,Wednesday,18-30,Male,Junior High School,Unknown,No License,6,Automobile,Owner,Unknown,Defect Present,Other,Other,Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
7:23:00,Morning,Wednesday,18-30,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Office area,Unknown,Steep Downward,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,Slight,Self-employed,Normal,Driving carelessly,Slight Injury
7:23:00,Morning,Wednesday,Unknown,Male,Junior High School,Employee,No License,6,Lorry,Governmental,Unknown,No Defect,School area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Other,Unknown,No distancing,Slight Injury
15:26:00,Afternoon,Tuesday,51-100,Male,Junior High School,Employee,No License,6,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Steep Downward,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Stopping,Driver or rider,Male,18-30,Slight,Driver,Unknown,Moving Backward,Slight Injury
12:19:00,Afternoon,Wednesday,Unknown,Male,Junior High School,Employee,1-2,2,Automobile,Owner,5-10 years,No Defect,Other,Two Way (Divided - Broken Line),Rolling Terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
12:19:00,Afternoon,Wednesday,31-50,Male,Above High School,Owner,5-10,4,Unknown,Governmental,Unknown,No Defect,Church area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,Slight,Driver,Unknown,Moving Backward,Slight Injury
9:05:00,Morning,Tuesday,Unknown,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Unknown,Unknown,Office area,Unknown,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
8:44:00,Morning,Wednesday,18-30,Male,Junior High School,Owner,5-10,4,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the left,Slight Injury
8:44:00,Morning,Wednesday,31-50,Male,High School,Employee,2-5,3,Public Transport,Governmental,Unknown,No Defect,Residential area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
8:44:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Other,Slight Injury
